Filename,Image #,Gender,Race,Confident,Egotistic,Intelligent,Kind,Responsible,Trustworthy,Aggressive,Caring,Emotional,Friendly,Sociable,Qualified
Google_1_Anthony Mashburn_5_oval.jpg,1664,1,1,5.33,5.87,5.07,3.53,4.47,3.93,5.67,3.07,4,3.07,3.8,0
Google_1_Glenn Chester_5_oval.jpg,1665,1,1,6.87,3.87,6.33,6.13,6.07,5.67,2.93,6.13,5.93,7.13,6.93,0
Google_1_Michael Schaaf_17_oval.jpg,1666,1,1,5.6,6.2,4.07,4.13,3.6,3.73,6.13,3.53,4,3.33,3.53,0
Adrienne_Blaney_1_oval.jpg,1667,0,1,5.33,2.73,5.87,6.87,6.4,6.53,2.33,6.93,5.2,7.07,6.33,0
Google_1_Cindy Morehead_5_oval.jpg,1668,0,2,6.13,3.27,5.73,6.73,6.53,5.87,1.87,6,4.93,6.33,6.13,0
Google_1_Manuel Levinson_7_oval.jpg,1669,1,2,6.93,5.8,4.47,4.47,5.07,4.27,5.87,3.87,5.2,3.6,4.67,0
Google_1_Scott Ernst_19_oval.jpg,1670,1,1,5.13,3.33,4.73,4.53,5.33,4.8,3.73,5.6,5.67,6.4,5.87,0
Google_1_Carlos Mellott_7_oval.jpg,1671,1,1,3.73,4.67,5,4.8,4.67,4.33,4.87,3.27,3.6,3,3,0
Google_1_Jack Finkelstein_7_oval.jpg,1672,1,1,6.6,4.27,6.2,4.67,6.2,5.53,5.6,4.27,4.2,4.4,4.67,1
Google_1_Marian Lunn_9_oval.jpg,1673,1,2,6.13,4.8,4.6,3.4,5.33,4.13,5.47,3.2,4.13,2.73,2.87,0
Google_1_Jeffrey Devaney_3_oval.jpg,1674,0,1,5.67,2.6,6.47,6.47,6.13,5.8,2.53,6.07,4.73,6.8,6.53,0
Google_1_Jill Leclerc_7_oval.jpg,1675,0,1,7.2,5.4,6.27,5.53,6,5.4,3.67,5.67,6.2,5.93,7.2,0
Google_1_Donald Mckeever_19_oval.jpg,1676,1,1,4.07,4,4.2,3.73,4.33,3.73,6,3.33,4.53,2.67,2.87,0
Google_1_Jacquelyn Osteen_19_oval.jpg,1677,1,1,7,4.93,6.53,6.4,6.27,5.93,4.27,6.07,5.33,6.87,6.67,0
Google_1_Tony Naughton_1_oval.jpg,1678,1,1,7.67,5.73,6.4,5.73,6.4,5.87,4,5.53,4.47,5.93,6.07,0
Google_1_Phillip Murdock_9_oval.jpg,1679,1,1,4.87,3.4,6.07,5.93,6.47,5.73,3.27,4.6,4.33,4.93,4.87,0
Google_1_Arthur Featherstone_1_oval.jpg,1680,0,1,6.13,2.73,5.93,6.2,6.93,6.07,2.47,6.73,4.93,6.2,6.27,0
Google_1_Debbie Blackwell_15_oval.jpg,1681,0,1,6.43,3.07,7.14,6.93,7.14,6.57,3.14,6.5,4.71,6.71,7,0
Google_1_Donald Lucier_17_oval.jpg,1682,1,1,6.87,5.07,6.2,5.8,6.53,5.93,2.67,5.6,4.4,5.93,5.27,1
Google_1_Pamela Bermudez_3_oval.jpg,1683,0,6,5.21,3.67,5.73,5.8,5.93,4.73,2.67,5.87,4.6,6.13,6.2,0
Google_1_Shawn Gault_17_oval.jpg,1684,0,1,6.2,4,5.8,6.13,6.33,6.2,2.87,6.53,5.6,7.6,6.93,0
Google_1_Victor Fleenor_7_oval.jpg,1685,0,2,5.67,4.6,6.53,5.53,6.6,6.4,3.53,5.57,4.07,5.47,5.73,0
Beverly_Nigro_19_oval.jpg,1686,1,1,6.2,3.53,6.4,6.47,5.87,6.8,2.87,6.6,5.53,6.73,6.8,0
Google_1_Aaron Macarthur_3_oval.jpg,1687,1,1,6.27,5.13,5.6,5.07,5.27,5.73,3.13,5.2,4.67,5.53,6.07,1
Google_1_Joshua Ide_1_oval.jpg,1688,1,1,5.93,4,6.8,5.47,6.2,6.8,2.93,5.67,4.73,7,6.53,0
Adam_Cuthbertson_3_oval.jpg,1689,1,1,5.73,3.93,5.87,5.53,5.93,5.67,4.13,5.73,3.73,7.2,6.67,0
Heather_Stroup_13_oval.jpg,1690,1,1,4,5.4,4.13,2.87,3.6,3.93,6.67,3.07,4.93,2.4,2.8,0
Google_1_Jill Mathis_1_oval.jpg,1691,0,2,6.5,4.14,4.93,6.14,5.43,4.86,3.43,6.71,6.79,7.5,7.79,0
Google_1_Diane Haviland_5_oval.jpg,1692,0,1,5.4,2.67,4.93,6.87,6.2,5.6,2.4,6.67,4.73,7.07,6.6,0
Google_1_Michael Copper_19_oval.jpg,1693,1,1,4.47,4.6,4.93,3.47,4.93,4.33,5.33,4.07,4.33,3.73,3.53,0
Google_1_Adrienne Ramirez_9_oval.jpg,1694,0,1,6.33,5.87,6.2,4.2,5.4,4.6,5.53,4,5.53,4.07,5.93,0
Google_1_Jacqueline Hand_19_oval.jpg,1695,0,1,6.8,3.4,6,6.8,5.87,6.33,2.13,6.47,5.33,7.13,6.8,0
Google_1_Vincent Halstead_13_oval.jpg,1696,0,1,6,3,5.93,6.13,6.4,6.47,2.53,7,5.8,7.07,6.53,1
Google_1_Holly Waugh_7_oval.jpg,1697,0,1,6.33,4.67,5,5,5.07,5.07,2.87,5.87,5.13,6.47,6.27,0
Google_1_Laurie Mcnamara_15_oval.jpg,1698,0,1,7.33,3.93,5.93,6.8,6.27,6.33,2.07,6.33,5,6.93,6.93,0
Google_1_Nina Wachter_15_oval.jpg,1699,1,1,5.93,3.67,6,5.27,5.8,5,3.07,4.67,4.8,5.93,5.73,0
Google_1_Ronald Swaim_11_oval.jpg,1700,1,1,6.87,3.93,5.93,5.87,6.73,5.93,4.13,5.27,4.73,6.07,6.13,1
Google_1_Tiffany Zimmerman_15_oval.jpg,1701,1,1,5.67,3.4,6.27,6.47,5.67,6.2,2.6,5.87,4.33,7.13,6.53,0
Google_1_Claire Muniz_3_oval.jpg,1702,1,1,5.4,4.67,5.4,4.87,5.53,4.67,4.87,4.53,5.07,4.67,5.67,0
Google_1_Joe Therrien_7_oval.jpg,1703,1,1,4.8,3.6,4.93,5.87,5.6,5.27,3.73,5.73,4.8,6.27,6.53,1
Google_1_Brandon Germany_9_oval.jpg,1704,1,1,6.67,5.4,6.4,4.27,6.2,5.07,4.67,4.33,4,4.93,5.13,0
Google_1_Jeanne Work_7_oval.jpg,1705,0,1,5.73,3.2,5.67,6.93,6.73,6.13,2.67,6.33,6.47,6.87,7,0
Google_1_Pam Daugherty_13_oval.jpg,1706,1,5,5.53,4.67,5.07,5.4,4.8,4.93,3.07,5.33,4.53,6.33,5.8,0
Google_1_Colleen Lowe_1_oval.jpg,1707,1,1,4.93,3.86,6.14,6,6.21,6.43,3.07,5.21,4.36,5.57,4.64,0
Google_1_Wendy Kroll_13_oval.jpg,1708,1,1,4.93,4.93,5.07,4.33,4.27,3.87,3.53,4.33,4,4.53,5.8,0
Google_1_Elaine Grady_9_oval.jpg,1709,0,1,6.47,5.07,6.33,5.53,6.07,5.87,2.73,6.2,4.87,7.07,6.93,0
Google_1_Stanley Rowden_19_oval.jpg,1710,1,1,4.53,3,4.6,6.07,5.2,5.93,3.13,6.67,6,6.2,5.33,0
Google_1_Gwendolyn Vance_13_oval.jpg,1711,0,1,7.2,4.4,5.73,6.87,5.93,5.93,2.87,6.87,5.93,7.27,7.27,0
Google_1_Jerry Casillas_5_oval.jpg,1712,0,1,5.87,4.4,5.53,5.73,5.33,6,3.33,5.6,6.07,5.4,6.13,0
Google_1_Florence Lott_19_oval.jpg,1713,0,1,6.43,4.86,5.27,6,5.13,5.4,3.6,5.73,5.33,6.2,6.67,0
Google_1_Joanna Solano_9_oval.jpg,1714,0,6,7.53,5,5.6,6.4,5.86,5.8,4.07,5.6,5.67,6.53,8.2,0
Antoinette_Carrion_5_oval.jpg,1715,1,5,5.2,3.53,5,6.53,4.33,5.27,3,5.47,4.33,5.53,5.73,0
Google_1_Jeffery Rosenberg_18_oval.jpg,1716,1,1,6.6,3.73,6.07,6.2,6.47,6.07,2.8,6.6,5.27,7.73,7.33,0
Google_1_Miriam Vaca_3_oval.jpg,1717,0,1,6,2.8,6.13,6.6,6.8,6.33,2.6,6.2,4.93,7.21,6.33,0
Google_1_Hazel Salinas_19_oval.jpg,1718,0,1,5.53,3.4,6.27,6.47,6.93,7.07,2.87,6.53,5.47,6.33,5.73,0
Google_1_Sean Raleigh_7_oval.jpg,1719,1,1,6.93,3.13,6.47,6.4,7,6.53,3.73,5.87,4.13,7,6.93,0
Google_1_Victor Dasher_5_oval.jpg,1720,0,1,7.13,3.87,6.27,7,6.47,5.93,2.4,6.87,5.8,6.53,7.27,0
Google_1_Ryan Starkey_9_oval (2).jpg,1721,0,1,6.67,3.67,6.6,6.53,6.73,6.47,2.6,6.8,5.33,6.6,6.87,0
Google_1_Cheryl Ramage_9_oval.jpg,1722,0,1,5.73,2.4,6.13,6.93,6.4,5.8,3.27,5.4,6.07,6.6,6.33,0
Google_1_Roberta Slaughter_19_oval.jpg,1723,1,1,5.93,4.21,6,5.53,5.8,5.73,3.2,5.73,4.27,6.2,6.2,0
Google_1_Cassandra Clanton_1_oval.jpg,1724,0,2,5.29,4.64,4.93,5.14,5,4.79,5.43,4.43,4.29,4.57,4.71,0
Google_1_Patrick Dionne_18_oval.jpg,1725,0,2,6.67,3.73,6.4,6.73,6.13,6.13,2,6.47,5.87,7.2,7.07,0
Google_1_Genevieve Springs_19_oval.jpg,1726,0,1,6.47,3.47,6.53,6,5.47,6.13,3.4,6,5.6,6.27,6.93,0
Google_1_Jeffrey Chao_1_oval.jpg,1727,1,3,6.6,3.07,6.6,6.8,6.8,6.8,3.07,5.47,4.93,6.13,5.8,0
Google_1_Katherine Eskridge_19_oval.jpg,1728,0,1,6.6,2.2,6.47,7.67,7.13,6.73,2.13,6.6,6.13,7.4,6.67,0
Google_1_Jeffery Mcclinton_9_oval.jpg,1729,1,2,5.93,4.27,5.47,4.67,5.73,5.13,4.47,5.2,3.87,5.2,5.87,1
Google_1_Vanessa Simpkins_1_oval.jpg,1730,0,1,5.8,3.13,6.87,6.2,7,6.2,2.27,6.6,5.4,7.4,7.2,0
Bryan_Monzon_3_oval.jpg,1731,1,1,6.53,4.4,6.2,6.13,6.4,5.73,4.13,5.2,3.87,6.27,6.93,0
Google_1_Robert Kimball_7_oval.jpg,1732,0,1,7.07,2.21,7.07,7,6.86,6.57,3.43,6.5,5.5,6.93,7.14,0
Google_1_Megan Gattis_5_oval.jpg,1733,1,1,5.87,4.6,5.33,6.07,5.6,5.53,3,5.87,4.2,7.13,7.4,1
Google_1_Adam Freund_13_oval.jpg,1734,1,1,6.8,2.6,6.27,6.13,6.07,6.6,3,6.07,5.33,6.87,6.93,1
Google_1_Louis Neves_15_oval.jpg,1735,1,1,5.13,4.13,5.8,4.8,5.6,5.33,4.6,5.27,4.8,4.67,4.73,0
Google_1_Megan Lancaster_17_oval.jpg,1736,0,5,6,3.73,5.87,7.27,5.6,6.13,2.8,6.47,6.13,7.33,7.6,0
Google_1_Diana Murr_7_oval.jpg,1737,1,1,6.6,4.53,6.27,5,6.07,5.27,2.93,6.27,4.27,5.6,5.87,1
Google_1_Luis Carvajal_7_oval.jpg,1738,1,5,5.4,3.73,6.4,5.4,5.87,6.2,4.87,4.87,5,4.27,3.71,0
Google_1_Jeremy Mcbride_7_oval.jpg,1739,1,1,6.33,4.8,5.6,6.53,5.47,6.4,4.53,4.87,4.87,5.8,5.87,1
Google_1_Pamela Metzler_9_oval.jpg,1740,0,2,6.6,4.13,6.4,6.64,5.87,6.4,2.93,6.4,5.8,6.4,6.07,0
Google_1_Joshua Guido_13_oval.jpg,1741,1,6,4.73,4.13,5.6,4.53,5.53,4.8,4.79,4.4,3.13,4.93,3.6,0
Google_1_Pauline Fitzwater_17_oval.jpg,1742,0,1,6.2,2.47,6.07,7.2,6.87,6.4,3.27,6.07,5.13,6.87,6.4,1
Google_1_Sonia Steffen_9_oval.jpg,1743,0,1,6.53,3.4,5.6,6.2,6.07,6,3.47,6.2,4.8,6.13,6.33,1
Google_1_Virginia Blaine_4_oval.jpg,1744,1,5,6,3.71,5.21,5.14,5.86,5.36,4.36,5.36,4.93,6.07,6.07,0
Google_1_Evelyn Whaley_11_oval.jpg,1745,0,1,6,2.87,5.73,6.67,6.07,6.4,2.6,6.47,4.93,6.73,6.47,0
Google_1_Natalie Harriman_9_oval.jpg,1746,1,1,5.8,3.67,5.6,5.87,6.33,5.4,3.87,5.2,4.47,6.47,5.93,0
Google_1_Stephen Schram_13_oval.jpg,1747,1,1,6.67,3.2,6.73,6.4,6.47,6.47,2.53,6.33,5.47,6.87,7.29,0
Google_1_Gerald Gary_5_oval.jpg,1748,1,1,6,3.13,5.4,6,6.33,6.33,2.8,4.73,3.67,5.33,5.2,0
Andrew_Perreira_5_oval.jpg,1749,1,2,6,6.07,4.87,3.67,3.8,4.07,5.4,3.6,4.47,3.2,3.67,0
Google_1_Glenn Nemeth_11_oval.jpg,1750,0,1,5.46,3.69,5.38,5.92,5.92,5.62,3.54,5.69,5.85,5.92,6,0
Google_1_Timothy Quigley_1_oval.jpg,1751,1,1,6.27,4.33,5.87,5.47,6.27,5.53,4.6,6,4.73,5.73,5.4,0
Google_1_Kathryn Earley_9_oval.jpg,1752,0,2,7.07,4.47,6.6,7.13,6.47,6.4,2.8,6.8,5.13,6.8,7.13,0
Google_1_Dawn Smtih_13_oval.jpg,1753,0,1,5.2,5.2,4.4,3.4,3.53,3.8,6.53,3.33,5.27,2.4,3.47,0
Google_1_Alan Elliott_3_oval.jpg,1754,1,2,6.47,4.33,6.6,6.47,6.27,6.73,4.07,5.2,3.67,6.33,6.4,0
Google_1_Martha Dinsmore_5_oval.jpg,1755,0,1,6,4.13,6.67,6.47,6.07,6.33,2.8,6.4,5.2,6.4,6.53,0
Google_1_Andrew Eckert_15_oval.jpg,1756,1,1,5.73,4.33,6,6.67,5.87,5.87,2.47,5.87,4.4,7,6.47,0
Google_1_Suzanne Santo_15_oval.jpg,1757,0,1,6.73,3.47,6.07,7,6.53,6.73,2.73,6.87,5.33,7.13,6.4,0
Google_1_Benjamin Keck_17_oval.jpg,1758,1,1,6.07,3.47,6.07,6.07,6.27,5.73,4.73,5.33,5.87,5.93,5.8,1
Google_1_Randy Stanger_9_oval.jpg,1759,1,1,6.2,4.8,6.13,6.07,5.8,5.87,4.27,5.27,4.07,6.27,5.53,0
Google_1_Douglas Simms_1_oval.jpg,1760,1,2,5.67,5.93,4.47,3.8,3.67,3.53,6.4,3.87,3.6,3.13,3.93,1
Google_1_Louis Jasper_11_oval.jpg,1761,1,1,6.13,4.6,5.07,5.86,6.13,5.73,4.33,4.87,4.67,4.73,4.93,0
Google_1_Hannah Ouellette_7_oval.jpg,1762,1,1,5.87,3.07,5.87,6.67,7,5.87,2.33,6.07,5.8,7.4,7.13,0
Google_1_Todd Mcghee_1_oval.jpg,1763,1,1,6.47,4.6,6.33,6.2,6.47,5.93,3.33,5.6,4.07,5.27,5.53,0
Google_1_Hannah Ouellette_9_oval.jpg,1764,1,1,6.07,3.47,6.73,6.67,5.6,6.13,2.33,6.93,4.07,6.53,7,0
Google_1_Ethel Mcardle_5_oval.jpg,1765,0,1,6.27,4.33,6.13,5.6,6.4,6.13,3.73,5.33,5.4,5.07,6.6,0
Antonio_Englert_17_oval.jpg,1766,1,1,5.8,3.2,6.13,5.67,6.47,5.87,3.8,5.67,5,5.87,5.87,1
Google_1_Russell Land_1_oval.jpg,1767,1,1,5.53,3.47,5.87,5,6.2,5.53,5.07,4.53,4.13,4.67,4.53,1
Google_1_Donald Booher_8_oval.jpg,1768,0,2,6.6,3.8,6.07,6.87,6.67,5.87,2.6,6.67,5.87,7.93,7.47,0
Google_1_Robert Frawley_3_oval.jpg,1769,1,1,6.4,5.47,6.4,5.6,6.6,5.8,4.53,4.13,4.8,4.53,4.57,1
Google_1_Shelia Bussey_3_oval.jpg,1770,0,1,7.2,4.87,6.07,5.27,6.07,5.2,3.87,4.79,4,4.67,5.8,0
Google_1_Scott Gupta_9_oval.jpg,1771,1,6,6.33,3.6,6.27,6.33,6.71,5.93,3.53,5.93,5.07,6.13,5.53,0
Google_1_Albert Keeton_7_oval.jpg,1772,1,1,6.87,3.4,6.27,6.64,6.6,5.73,3.27,6,5.27,6.2,6.73,0
Google_1_Marguerite Howland_9_oval.jpg,1773,1,1,4.6,4.53,4,3.93,4.2,3.87,6.47,3.67,4,3.87,3.07,0
Google_1_Glenn Kutz_9_oval.jpg,1774,1,1,6.14,4.14,6.21,6.36,6.64,5.93,2.71,6.57,6.14,6.5,6.21,0
Google_1_Sharon Braddy_9_oval.jpg,1775,1,1,4.67,3.13,5.2,5.33,5.6,5.33,3.33,4.27,4.87,4.67,4.27,0
Google_1_Robyn Pineda_11_oval.jpg,1776,0,1,5.73,3.14,5.73,6.53,6,6.07,3,6.33,5.2,6.13,5.67,1
Google_1_Ellen Mcfall_1_oval.jpg,1777,0,1,6.93,2.87,6.13,6.2,6.6,6.27,2.33,6.33,4.93,7.4,6.93,0
Google_1_Kathleen Windham_17_oval.jpg,1778,0,1,6,3.53,5.8,5.53,5.87,5.8,2.47,6.87,5.47,7.33,6.4,0
Google_1_Aaron Salter_17_oval.jpg,1779,0,1,5.8,3.8,5.53,5.93,5.8,6,2.73,7.13,5.4,6.67,6.6,1
Albert_Carlyle_5_oval.jpg,1780,0,1,6.67,5.8,5.67,4.4,4.8,5.33,5,4.53,5.07,4.8,5.67,1
Allen_Hollingshead_7_oval.jpg,1781,1,1,6.4,4.27,6.53,6.53,6.13,6.33,4.13,5.73,4.53,6.67,6.67,0
Google_1_Larry Munoz_5_oval.jpg,1782,0,1,6.2,2.8,5.4,6.47,5.87,5.93,2.13,6.53,5.4,7.2,7.27,0
Google_1_Kenneth Bidwell_9_oval.jpg,1783,1,1,5.93,5.07,5,4.14,5.29,4.5,5.64,4.07,4,3.93,4.43,1
Google_1_Curtis Ruppert_3_oval.jpg,1784,0,1,5.33,2.73,5.27,6.4,5.8,6.53,2.07,6.87,5.2,6.73,6.13,0
Google_1_Debra Jankowski_17_oval.jpg,1785,1,1,7.07,5.67,6.07,5.53,5.87,5.53,4.2,4.13,4.6,5.6,6.07,0
Joshua_Sides_19_oval.jpg,1786,1,1,6.93,4.2,5.8,5.47,6.2,6.67,3.87,6,5.47,6.4,6.6,0
Google_1_Ernest Swisher_9_oval.jpg,1787,1,1,6.2,6.2,6.2,4.8,5.4,4.73,4.07,4.53,4.47,4.27,5.07,1
Google_1_Larry Atwater_3_oval.jpg,1788,1,1,3.73,5.27,4.87,3.53,5.2,4,5.93,3.07,4.73,2.93,3.07,0
Google_1_Rosemary Cornelius_14_oval.jpg,1789,1,1,5.86,3.36,6.64,7.21,7.29,6.36,2.5,6.29,3.93,5.71,6.79,0
Google_1_Chad Xiong_3_oval.jpg,1790,1,1,5.57,3.36,6.29,5.5,5.86,6.29,2.93,6.43,5.43,6.86,6.29,0
Google_1_Hannah Mohan_5_oval.jpg,1791,0,1,6.2,4.07,6.4,5.07,5.47,5.33,3.73,6.4,4.27,5.93,6.47,0
Google_1_Joanna Saito_3_oval.jpg,1792,0,1,6.47,3.93,6.47,6.33,6.67,6.33,2.73,6.2,5,6.87,6.43,0
Google_1_Vicky Frey_1_oval.jpg,1793,0,1,5.8,2.8,5.87,6.33,5.4,6.47,3.2,6.47,5.93,7.33,5.93,0
Google_1_Jane Passmore_5_oval.jpg,1794,1,1,5.67,5.6,5.93,5.2,4.93,4.93,4.8,4,4.27,4,4.07,1
Google_1_Mark Cisneros_7_oval.jpg,1795,1,6,7.2,5.4,6.13,5.13,5.6,5.53,4.47,4.33,3.6,4.4,5.8,0
Google_1_Jimmy Breeding_13_oval.jpg,1796,0,1,5.73,3.27,6.47,6.53,5.93,6.6,2,6.53,5.93,6.67,6.87,0
Fred_Wiser_9_oval.jpg,1797,1,3,5.73,3.53,6.2,6.2,5.53,6.27,3.33,6.53,5.4,7.13,6.33,1
Google_1_Candace Mcdonough_4_oval.jpg,1798,0,1,4.8,3.6,5.47,4.53,5.87,5.67,4.33,5.14,5,5.2,4.87,0
Google_1_Jeremy Sepulveda_17_oval.jpg,1799,1,1,5.4,3.67,5.73,5.73,5.73,5.4,3.13,5.4,4.13,6.27,6.07,0
Google_1_Eva Kirkman_15_oval.jpg,1800,0,1,6.4,3.53,6.27,6.53,6.8,7,2.67,5.8,5.33,6.47,6.33,0
Google_1_Kristen Weidner_3_oval.jpg,1801,1,1,6.53,5.2,5.47,4,4.33,4.53,6.13,3.93,2.47,3.8,4.73,0
Google_1_Nathan Breunig_9_oval.jpg,1802,0,2,7.13,2.47,7.07,7.07,7.07,7.07,2.73,6.73,4.47,6.27,6.47,0
Google_1_Janet Lippert_9_oval.jpg,1803,0,1,6.13,2.87,6,6.27,7,6.6,2.27,6.8,5.53,6.8,6.6,0
Google_1_Jonathan Bushnell_5_oval.jpg,1804,0,1,6.73,3.93,5.73,6.73,6,6.67,2.33,6.67,5.53,7.27,6.93,0
Google_1_Christina Delaney_7_oval.jpg,1805,1,1,6.2,4.33,6.2,5.53,6.2,5.47,2.87,6,5.13,5.47,6,0
Google_1_Christopher Mcmillen_5_oval.jpg,1806,1,1,6.53,3.4,6.8,6.13,6.47,6.2,3.33,5.67,4.2,6.47,6.13,0
Google_1_Stephen Knudson_1_oval.jpg,1807,0,1,6,2.8,6.53,6.07,6.67,6.87,2.87,6.6,4.73,7.27,6.93,0
Google_1_Tammy Leary_19_oval.jpg,1808,1,5,6.6,4.4,6.87,5.67,6.4,6.13,3.13,5.27,4.33,6.4,6.27,1
Joshua_Serato_1_oval.jpg,1809,1,5,5.93,3.93,5.6,6.29,6,5.87,2.6,6.13,5.93,6.67,6.4,1
Google_1_Louis Mceachern_7_oval.jpg,1810,1,1,4.2,4.4,4.4,3.93,3.93,4.07,6,2.47,3.27,2.27,2.13,0
Google_1_Kayla Leininger_13_oval.jpg,1811,1,1,6,3.87,6.13,6,6.93,6.47,2.33,6.27,4.47,6.67,6.27,0
Google_1_Timothy Pace_5_oval.jpg,1812,1,1,6.53,3.67,6.33,5.8,6.07,5.73,3.33,5.53,4.4,5.87,6.67,0
Google_1_Samuel Goff_1_oval.jpg,1813,1,1,6.33,3.67,5.87,5.87,6.73,6.2,3.07,6.13,4.4,6.13,6.2,0
Google_1_Jason Haws_1_oval.jpg,1814,1,1,5.93,3.93,5.8,5.87,5.8,5.67,3.87,5.6,4.2,6.27,5.53,0
Google_1_Roy Mcadoo_7_oval.jpg,1815,1,2,5.47,5.67,4.93,3.33,4.07,4.07,5.13,4.07,3.87,4.27,4.8,0
Google_1_Brenda Hillman_13_oval.jpg,1816,0,1,5.87,3.4,6,6.21,6,6.07,2.33,6.87,4.8,6.8,6.33,0
Google_1_Becky Richmond_1_oval.jpg,1817,0,1,6.13,2.8,6.4,6.87,6.53,6.6,2.47,6.67,5.8,6.8,6.93,0
Google_1_George Cobb_7_oval.jpg,1818,1,1,5.33,4,5.73,4.87,6.53,4.93,3.87,5.4,4.13,5.6,5.27,0
Google_1_Kristy Goddard_1_oval.jpg,1819,0,1,6,3.4,6,6.4,6.2,6.47,2.47,6.93,5.67,6.73,7.2,0
Google_1_Roberta Hanlon_6_oval.jpg,1820,1,2,6.93,3.73,6,5.47,6.07,6.07,2.33,6.6,4.47,6.47,6.13,0
Google_1_Nicole Blackshear_5_oval.jpg,1821,0,1,3.87,3.27,5.33,4.33,5.5,4.73,5.4,4.07,4.93,3.6,3.73,0
Google_1_Virginia Madore_3_oval.jpg,1822,0,1,6.27,3.8,6.33,6.13,6.2,6.07,2.93,6.07,4.93,6.13,6.8,0
Google_1_Lawrence Lock_17_oval.jpg,1823,1,2,4.07,4.47,3.4,3.2,3.67,3.87,6.2,2.93,3.8,3,2.67,0
Google_1_Jessica Almaraz_72_oval.jpg,1824,1,1,6.87,3.93,6.33,6.33,6.33,5.6,3.33,6.27,5.2,6.8,6.93,0
Google_1_Mark Detwiler_7_oval.jpg,1825,1,1,6.93,4.2,6.73,6.13,6.8,6.87,3.13,5.8,4.27,6.4,6.47,0
Google_1_Maggie Dearing_19_oval.jpg,1826,1,1,5.2,2.93,5.13,5.8,5.87,5.87,3,5.8,4.67,6.13,5.27,0
Google_1_Curtis Kaplan_7_oval.jpg,1827,1,1,6.87,6.07,6.33,4.33,6.53,5.27,4.13,5,3.4,5.6,5.6,1
Google_1_Donald Shaw_13_oval.jpg,1828,1,1,4.53,4.2,5.33,4.53,5.53,4.73,3.73,4.07,3.53,4.07,4.73,0
Google_1_Natalie Whyte_1_oval.jpg,1829,1,1,5.73,2.87,6.53,5.8,6.53,6.07,2.67,6.2,5,6.4,6.87,1
Google_1_Gregory Heflin_9_oval.jpg,1830,0,1,4.93,2.67,5.87,5.67,6.47,6.6,2.33,5.27,4.33,5.13,4.67,0
Google_1_Rose Barlow_1_oval.jpg,1831,0,1,5.2,2.4,5,6.13,6.27,6.13,2,6.13,5.2,6.73,6.6,0
Google_1_Carlos Richburg_18_oval.jpg,1832,1,1,6.27,3.4,6.4,6.2,5.87,6.47,2.67,6.4,5.07,6.6,6.53,0
Google_1_Olga Ivey_5_oval.jpg,1833,0,5,4.73,3.13,5.33,6.2,6.13,6.13,2.53,5.73,4.73,5.4,5.73,0
Google_1_Howard Litton_15_oval.jpg,1834,1,1,7.13,3.27,6.87,6.67,6.47,6.87,3.27,6.47,5.07,6.47,6.4,0
Google_1_Bruce Reese_1_oval.jpg,1835,1,1,7,4.13,7.33,6.4,7.2,5.93,4,5.6,3.8,6.07,6.27,0
Google_1_Stephen Palmer_15_oval.jpg,1836,1,1,5.07,4.27,6.47,6.33,6.07,4.6,3,5.13,4.47,5.27,5.6,0
Google_1_Jack Gammon_11_oval.jpg,1837,1,1,6.4,3.93,6.4,5.67,6.2,5.47,3.2,6.6,4.2,7.07,6.73,0
Google_1_Willie Hahn_9_oval.jpg,1838,0,1,6.8,4.33,6.27,6.4,6.2,5.8,3.13,5.93,5.67,6.8,6.73,0
Google_1_Kevin Maxie_13_oval.jpg,1839,0,1,6.93,2.87,6.8,6.93,6.8,6.93,1.93,7.07,5.07,7,7.2,1
Google_1_Patsy Steadman_3_oval.jpg,1840,1,1,6.33,5.4,5.8,5,5,4.73,4.67,4.8,4.2,4.8,5.47,0
Google_1_Peggy Bice_5_oval.jpg,1841,0,5,5.73,3,4.93,6.2,6.13,5.79,2.33,6.6,5.87,7.33,7.33,0
Google_1_Rodney Preciado_15_oval.jpg,1842,1,1,4.6,2.5,5.53,5.67,5.53,5.8,3.8,5.33,3.93,5.53,4.93,0
Google_1_Joy Revis_3_oval.jpg,1843,1,2,7,4.67,6.2,5.73,6.33,6.47,3.8,5.93,4.47,6.4,6.8,0
Google_1_Jason Rosenberger_1_oval.jpg,1844,1,1,4.73,4.73,4.67,3.67,5.13,3.8,5.53,2.87,2.8,3.07,2.73,0
Google_1_Sonya Solorzano_3_oval.jpg,1845,0,5,6.53,3.4,6.33,6.13,6.4,5.8,2.8,6,5.73,6.33,6.47,0
Google_1_Victor Wigfall_5_oval.jpg,1846,1,2,4,4,3.87,4.13,3.27,3.07,6.13,4,3.6,3.4,3.73,0
Google_1_Verna Ridge_17_oval.jpg,1847,0,1,6.87,2.93,7.07,6.73,7.07,6.4,3.4,6.2,7,6.6,6.87,1
Google_1_Jason Arthur_15_oval.jpg,1848,1,1,7,3.4,6.6,6.53,6.47,6.4,3.33,5.93,5.6,6.93,6.53,1
Google_1_Gregory Kingsbury_5_oval.jpg,1849,1,2,5.07,5.4,4.67,4.53,4.6,4.53,6.2,3.93,3.4,3.93,4.07,0
Google_1_Heidi Houghton_5_oval.jpg,1850,0,1,4.93,1.93,5.93,6.6,5.8,5.93,2.6,6.33,5.27,6.47,6.47,0
